#time	velocity	acceleration	RPM x1000	clutch	gas
0	0.0	0.0	0.882065286747379	0	0.24322425413261542
0.01	0.0	0.0	0.9626978983088325	0	0.23404636422943223
0.02	0.0	0.0	1.0416818832404828	0	0.2247959231521919
0.03	0.0	0.0	1.1188000543279504	0	0.2154761201595626
0.04	0.0	0.0	1.193834926130358	0	0.20609005774528003
0.05	0.0	0.0	1.2665696850547832	0	0.19664075567978184
0.060000000000000005	0.0	0.0	1.3367891862799208	0	0.18713115505184275
0.07	0.0	0.0	1.4042809714369329	0	0.1775641223102087
0.08	0.0	0.0	1.4688363005880285	0	0.16794245330523208
0.09	0.0	0.0	1.530251191724713	0	0.15826887733050615
0.09999999999999999	0.0	0.0	1.588327460742716	0	0.14854606116449995
0.10999999999999999	0.0	0.0	1.6428737546439824	0	0.13877661311219283
0.11999999999999998	0.0	0.0	1.693706570571651	0	0.12896308704670925
0.12999999999999998	0.0	0.0	1.7406512532050835	0	0.11910798645095354
0.13999999999999999	0.0	0.0	1.7835429630313822	0	0.10921376845924452
0.15	0.0	0.0	1.8222276080694233	0	0.09928284789895038
0.16	0.0	0.0	1.8565627317534443	0	0.0893176013321232
0.17	0.0	0.0	1.8864183498860134	0	0.07932037109713369
0.18000000000000002	0.0	0.0	1.9116777298443366	0	0.06929346935030616
0.19000000000000003	0.0	0.0	1.9322381055680555	0	0.05923918210755284
0.20000000000000004	0.0	0.0	1.9480113222687476	0	0.049159773286008956
0.21000000000000005	0.0	0.0	1.9589244052783217	0	0.039057488745667175
0.22000000000000006	0.0	0.0	1.9649200479915363	0	0.028934560331012472
0.23000000000000007	0.0	0.0	1.9659570144523688	0	0.018793209912656872
0.24000000000000007	0.0	0.0	1.9620104527795308	0	0.008635653428974028
0.25000000000000006	0.0	0.0	1.953825341420519	0	0
0.26000000000000006	0.0	0.0	1.9456402300615072	0	0
0.2700000000000001	0.0	0.0	1.9374551187024953	0	0
0.2800000000000001	0.0	0.0	1.9292700073434834	0	0
0.2900000000000001	0.0	0.0	1.9210848959844717	0	0
0.3000000000000001	0.0	0.0	1.9128997846254598	0	0
0.3100000000000001	0.0	0.0	1.9047146732664482	0	0
0.3200000000000001	0.0	0.0	1.8965295619074363	0	0
0.3300000000000001	0.0	0.0	1.8883444505484246	0	0
0.34000000000000014	0.0	0.0	1.8801593391894127	0	0
0.35000000000000014	0.0	0.0	1.871974227830401	0	0
0.36000000000000015	0.0	0.0	1.8637891164713891	0	0
0.37000000000000016	0.0	0.0	1.8556040051123772	0	0
0.38000000000000017	0.0	0.0	1.8474188937533655	0	0
0.3900000000000002	0.0	0.0	1.8392337823943536	0	0
0.4000000000000002	0.0	0.0	1.831048671035342	0	0
0.4100000000000002	0.0	0.0	1.82286355967633	0	0
0.4200000000000002	0.0	0.0	1.8146784483173184	0	0
0.4300000000000002	0.0	0.0	1.8064933369583065	0	0
0.4400000000000002	0.0	0.0	1.7983082255992946	0	0
0.45000000000000023	0.0	0.0	1.790123114240283	0	0
0.46000000000000024	0.0	0.0	1.781938002881271	0	0
0.47000000000000025	0.0	0.0	1.7737528915222596	0	0
0.48000000000000026	0.0	0.0	1.7655677801632477	0	0
0.49000000000000027	0.0	0.0	1.757382668804236	0	0
0.5000000000000002	0.0	0.0	1.749197557445224	0	0
0.5100000000000002	0.0	0.0	1.7410124460862122	0	0
0.5200000000000002	0.0	0.0	1.7328273347272005	0	0
0.5300000000000002	0.0	0.0	1.7246422233681886	0	0
0.5400000000000003	0.0	0.0	1.716457112009177	0	0
0.5500000000000003	0.0	0.0	1.708272000650165	0	0
0.5600000000000003	0.0	0.0	1.7000868892911534	0	0
0.5700000000000003	0.0	0.0	1.6919017779321415	0	0
0.5800000000000003	0.0	0.0	1.6837166665731298	0	0
0.5900000000000003	0.0	0.0	1.675531555214118	0	0
0.6000000000000003	0.0	0.0	1.667346443855106	0	0
0.6100000000000003	0.0	0.0	1.6591613324960943	0	0
0.6200000000000003	0.0	0.0	1.6509762211370824	0	0
0.6300000000000003	0.0	0.0	1.6427911097780707	0	0
0.6400000000000003	0.0	0.0	1.6346059984190588	0	0
0.6500000000000004	0.0	0.0	1.6264208870600472	0	0
0.6600000000000004	0.0	0.0	1.6182357757010353	0	0
0.6700000000000004	0.0	0.0	1.6100506643420236	0	0
0.6800000000000004	0.0	0.0	1.6018655529830117	0	0
0.6900000000000004	0.0	0.0	1.5936804416239998	0	0
0.7000000000000004	0.0	0.0	1.5854953302649881	0	0
0.7100000000000004	0.0	0.0	1.5773102189059762	0	0
0.7200000000000004	0.0	0.0	1.5691251075469645	0	0
0.7300000000000004	0.0	0.0	1.5609399961879526	0	0
0.7400000000000004	0.0	0.0	1.552754884828941	0	0
0.7500000000000004	0.0	0.0	1.544569773469929	0	0
0.7600000000000005	0.0	0.0	1.5363846621109172	0	0
0.7700000000000005	0.0	0.0	1.5281995507519055	0	0
0.7800000000000005	0.0	0.0	1.5200144393928936	0	0
0.7900000000000005	0.0	0.0	1.511829328033882	0	0
0.8000000000000005	0.0	0.0	1.50364421667487	0	0
0.8100000000000005	0.0	0.0	1.4954591053158584	0	0
0.8200000000000005	0.0	0.0	1.4872739939568465	0	0
0.8300000000000005	0.0	0.0	1.4790888825978346	0	0
0.8400000000000005	0.0	0.0	1.4709037712388229	0	0
0.8500000000000005	0.0	0.0	1.462718659879811	0	0
0.8600000000000005	0.0	0.0	1.4545335485207993	0	0
0.8700000000000006	0.0	0.0	1.4463484371617874	0	0
0.8800000000000006	0.0	0.0	1.4381633258027757	0	0
0.8900000000000006	0.0	0.0	1.4299782144437638	0	0
